Match_ID,Stage,Matchup,Score_Line,Probability_Pct
M104,Final,brazil vs spain,brazil 0 - 1 spain,14.68
M104,Final,brazil vs spain,brazil 1 - 1 spain,12.39
M104,Final,brazil vs spain,brazil 1 - 2 spain,10.67
M104,Final,brazil vs spain,brazil 0 - 0 spain,9.06
M104,Final,brazil vs spain,brazil 0 - 2 spain,9.01
M104,Final,brazil vs spain,brazil 1 - 0 spain,7.28
M104,Final,brazil vs spain,brazil 2 - 1 spain,4.84
M104,Final,brazil vs spain,brazil 2 - 2 spain,4.4
M104,Final,brazil vs spain,brazil 1 - 3 spain,4.21
M104,Final,brazil vs spain,brazil 2 - 0 spain,4.21
M104,Final,brazil vs spain,brazil 0 - 3 spain,3.73
M104,Final,brazil vs spain,brazil 2 - 3 spain,2.47
M104,Final,brazil vs spain,brazil 3 - 1 spain,2.06
M104,Final,brazil vs spain,brazil 3 - 0 spain,1.68
M104,Final,brazil vs spain,brazil 1 - 4 spain,1.38
M104,Final,brazil vs spain,brazil 3 - 2 spain,1.23
M104,Final,brazil vs spain,brazil 0 - 4 spain,1.13
M104,Final,brazil vs spain,brazil 2 - 4 spain,0.76
M104,Final,brazil vs spain,brazil 3 - 3 spain,0.73
M104,Final,brazil vs spain,brazil 4 - 1 spain,0.63
M104,Final,brazil vs spain,brazil 4 - 0 spain,0.55
M104,Final,brazil vs spain,brazil 1 - 5 spain,0.47
M104,Final,brazil vs spain,brazil 4 - 2 spain,0.41
M104,Final,brazil vs spain,brazil 0 - 5 spain,0.38
M104,Final,brazil vs spain,brazil 3 - 4 spain,0.26
M104,Final,brazil vs spain,brazil 2 - 5 spain,0.21
M104,Final,brazil vs spain,brazil 4 - 3 spain,0.2
M104,Final,brazil vs spain,brazil 5 - 0 spain,0.2
M104,Final,brazil vs spain,brazil 5 - 1 spain,0.15
M104,Final,brazil vs spain,brazil 1 - 6 spain,0.09
M104,Final,brazil vs spain,brazil 0 - 6 spain,0.09
M104,Final,brazil vs spain,brazil 3 - 5 spain,0.08
M104,Final,brazil vs spain,brazil 5 - 3 spain,0.07
M104,Final,brazil vs spain,brazil 4 - 4 spain,0.07
M104,Final,brazil vs spain,brazil 5 - 2 spain,0.06
M104,Final,brazil vs spain,brazil 4 - 5 spain,0.03
M104,Final,brazil vs spain,brazil 6 - 1 spain,0.02
M104,Final,brazil vs spain,brazil 6 - 2 spain,0.02
M104,Final,brazil vs spain,brazil 2 - 6 spain,0.02
M104,Final,brazil vs spain,brazil 6 - 3 spain,0.01
M104,Final,brazil vs spain,brazil 5 - 4 spain,0.01
M104,Final,brazil vs spain,brazil 3 - 6 spain,0.01
M104,Final,brazil vs spain,brazil 6 - 4 spain,0.01
M104,Final,brazil vs spain,brazil 7 - 2 spain,0.01
M104,Final,brazil vs spain,brazil 7 - 1 spain,0.01
M104,Final,brazil vs spain,brazil 0 - 7 spain,0.01
M104,Final,brazil vs spain,brazil 2 - 7 spain,0.01
M104,Final,brazil vs spain,brazil 1 - 7 spain,0.01
M104,Final,brazil vs spain,brazil 6 - 0 spain,0.01
